expiration_id,src_port,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,splt_direction,splt_ps,splt_piat_ms,application_is_guessed,application_confidence,Label
1,62512,7777,17,4,0,0,1.68E+12,1.68E+12,4998,155,263509,1.68E+12,1.68E+12,4998,155,263509,0,0,0,0,0,563,1700.058065,1301.310375,4312,563,1700.058065,1301.310375,4312,0,0,0,0,0,32.45454545,103.8920437,1140,0,32.45454545,103.8920437,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[1964, 1728, 2268]","[0, 3, 2]",0,0,benign
1,8889,6525,17,4,0,0,1.68E+12,1.68E+12,4908,24,11078,1.68E+12,1.68E+12,4908,24,11078,0,0,0,0,0,104,461.5833333,556.7553453,2194,104,461.5833333,556.7553453,2194,0,0,0,0,1,213.3913043,216.4229317,926,1,213.3913043,216.4229317,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[2194, 127, 127]","[0, 454, 102]",0,0,benign
1,62512,7777,17,4,0,0,1.68E+12,1.68E+12,4368,118,170717,1.68E+12,1.68E+12,4368,118,170717,0,0,0,0,0,576,1446.754237,1259.611851,4168,576,1446.754237,1259.611851,4168,0,0,0,0,1,37.33333333,89.59294923,770,1,37.33333333,89.59294923,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[576, 3488, 1872]","[0, 2, 3]",0,0,benign
1,8889,6525,17,4,0,0,1.68E+12,1.68E+12,4209,17,7368,1.68E+12,1.68E+12,4209,17,7368,0,0,0,0,0,105,433.4117647,702.8196834,3040,105,433.4117647,702.8196834,3040,0,0,0,0,48,263.0625,281.6137943,1070,48,263.0625,281.6137943,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[576, 576, 127]","[0, 205, 53]",0,0,benign
0,62512,7777,17,4,0,0,1.68E+12,1.68E+12,2766,5,6944,1.68E+12,1.68E+12,2766,5,6944,0,0,0,0,0,576,1388.8,1275.110662,3488,576,1388.8,1275.110662,3488,0,0,0,0,1,691.5,810.8976508,1642,1,691.5,810.8976508,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[1728, 576, 3488]","[0, 1642, 1090]",0,0,benign
0,8889,6525,17,4,0,0,1.68E+12,1.68E+12,3529,4,1544,1.68E+12,1.68E+12,3529,4,1544,0,0,0,0,0,105,386,318.6649233,736,105,386,318.6649233,736,0,0,0,0,202,1176.333333,971.0171643,2144,202,1176.333333,971.0171643,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[576, 736, 127]","[0, 1183, 202]",0,0,benign
0,8889,6525,17,4,0,0,1.68E+12,1.68E+12,2802,5,3743,1.68E+12,1.68E+12,2802,5,3743,0,0,0,0,0,104,748.6,683.8551016,1512,104,748.6,683.8551016,1512,0,0,0,0,208,700.5,660.9530997,1632,208,700.5,660.9530997,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[1512, 576, 104]","[0, 709, 208]",0,0,benign
0,62512,7777,17,4,0,0,1.68E+12,1.68E+12,3055,27,40717,1.68E+12,1.68E+12,3055,27,40717,0,0,0,0,0,576,1508.037037,1387.005864,4096,576,1508.037037,1387.005864,4096,0,0,0,0,2,117.5,382.3515921,1893,2,117.5,382.3515921,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[576, 2944, 3488]","[0, 52, 2]",0,0,benign
1,8889,6525,17,4,0,0,1.68E+12,1.68E+12,3577,3,381,1.68E+12,1.68E+12,3577,3,381,0,0,0,0,0,127,127,0,127,127,127,0,127,0,0,0,0,204,1788.5,2240.82139,3373,204,1788.5,2240.82139,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[127, 127, 127]","[0, 204, 3373]",0,0,benign
1,62512,7777,17,4,0,0,1.68E+12,1.68E+12,2224,4,9600,1.68E+12,1.68E+12,2224,4,9600,0,0,0,0,0,576,2400,1353.632151,3848,576,2400,1353.632151,3848,0,0,0,0,27,741.3333333,633.2964024,1234,27,741.3333333,633.2964024,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0]","[3848, 2552, 2624]","[0, 963, 27]",0,0,benign
